    1.0000e+00       1.00000000 
    5.7735e-01       1.00000000 
    3.3333e-01       1.00000000 
    1.9245e-01       1.00000000 
    1.1111e-01       0.99999971 
    6.4150e-02       1.00000000 
    3.7037e-02       1.00000000 
    2.1383e-02       1.00000000 
    1.2346e-02       1.00000001 
    7.1278e-03       1.00000000 
    4.1152e-03       1.00000000 
    2.3759e-03       1.00000000 
    1.3717e-03       1.00000000 
    7.9198e-04       1.00000000 
    4.5725e-04       1.00000000 
    2.6399e-04       1.00000000 
    1.5242e-04       1.00000000 
    8.7997e-05       1.00000000 
    5.0805e-05       1.00000000 
    2.9332e-05       1.00000000 
    1.6935e-05       1.00000000 
    9.7775e-06       1.00000000 
    5.6450e-06       1.00000000 
    3.2592e-06       1.00000000 
    1.8817e-06       1.00000000 
    1.0864e-06       1.00000000 
    6.2723e-07       1.00000000 
    3.6213e-07       1.00000000 
    2.0908e-07       1.00000000 
    1.2071e-07       1.00000000 
    6.9692e-08       1.00000000 
    4.0237e-08       1.00000000 
    2.3231e-08       1.00000000 
    1.3412e-08       1.00000000 
    7.7435e-09       1.00000000 
    4.4707e-09       1.00000000 
    2.5812e-09       1.00000000 
    1.4902e-09       1.00000000 
    8.6039e-10       1.00000000 
    4.9675e-10       1.00000000 
    2.8680e-10       1.00000000 
