    1.0000e+00       0.25000000 
    5.7735e-01       0.25000000 
    3.3333e-01       0.25000000 
    1.9245e-01       0.25000000 
    1.1111e-01       0.25000000 
    6.4150e-02       0.25000000 
    3.7037e-02       0.25000000 
    2.1383e-02       0.25000000 
    1.2346e-02       0.25000000 
    7.1278e-03       0.25000000 
    4.1152e-03       0.25000000 
    2.3759e-03       0.25000000 
    1.3717e-03       0.25000000 
    7.9198e-04       0.25000000 
    4.5725e-04       0.25000000 
    2.6399e-04       0.25000000 
    1.5242e-04       0.25000000 
    8.7997e-05       0.25000000 
    5.0805e-05       0.25000000 
    2.9332e-05       0.25000000 
    1.6935e-05       0.25000000 
    9.7775e-06       0.25000000 
    5.6450e-06       0.25000000 
    3.2592e-06       0.25000000 
    1.8817e-06       0.25000000 
    1.0864e-06       0.25000000 
    6.2723e-07       0.25000000 
    3.6213e-07       0.25000000 
    2.0908e-07       0.25000000 
    1.2071e-07       0.25000000 
    6.9692e-08       0.25000000 
